846152.2, 827584,  
846153.2, 827586,  
846154.3, 827588.2,  
846155.5, 827590.7,  
846156.7, 827593.1,  
846157.6, 827594.9,  
846158.7, 827597.1,  
846159.8, 827599.2,  
846160.6, 827600.9,  
846161.9, 827603.5,  
846163.3, 827606.4,  
846164.6, 827609,  
846165.5, 827610.7, AW(BT) 1/F - 2/F
846166.6, 827613, AW(BT) 1/F - 10/F
846169.4, 827614.4, AW(BT) 1/F - 5/F
846180.9, 827598.6,  
846179.8, 827596.4,  
846179, 827594.7,  
846177.7, 827592.2,  
846175.8, 827589.7,  
846174.6, 827587.3,  
846173.8, 827585.5,  
846172.7, 827583.4,  
846171.9, 827581.7,  
846170.6, 827579.2,  
846170.8, 827572.7,  
846168.4, 827570.8,  
846165.8, 827570.7,  
846164, 827570.6,  
846161.1, 827570.5,  
846171.4, 827615,  
846173.6, 827616.1, AW(BT) 1/F - 2/F
846175.5, 827617.1, AW(BT) 1/F - 2/F
846177.1, 827618, AW(BT) 1/F - 4/F
846180, 827619.4, AD(BT) 1/F - 2/F
846182.9, 827620.9, AD(BT) 1/F - 2/F
846185.3, 827622.2, AW(BT) 1/F - 2/F
846187, 827623.1, AD(BT) 1/F - 2/F
846189, 827624.1, AW(BT) 1/F
846190.7, 827625, AW(BT) 1/F - 3/F
846193.2, 827626.3, AD(BT) 1/F - 3/F
846196.1, 827627.8, AD(BT) 1/F - 4/F
846198.8, 827629.2, AW(BT) 1/F - 5/F
846200.5, 827630.1, AW(BT) 1/F - 5/F
846203.2, 827631.5, AW(BT) 1/F - 6/F
846206.6, 827631.2,  
846209.9, 827616.5,  
846208.5, 827613.6,  
846206.3, 827612.5,  
846204.6, 827611.6,  
846202, 827610.3,  
846200, 827607.8,  
846197.9, 827606.7,  
846196.2, 827605.9,  
846193.6, 827604.5,  
846188.6, 827603.3,  
846186, 827601.9,  
846184.4, 827601.1,  
846182.3, 827600,  
846215.3, 827636,  
846217.5, 827638.2, AW(BT) 1/F - 10/F
846220.1, 827638.6, AW(BT) 1/F - 10/F
846222.2, 827638.9, AW(BT) 1/F - 9/F
846224.1, 827639.1, AW(BT) 1/F - 9/F
846227.2, 827639.6, AD(BT) 1/F - 9/F
846230.4, 827640, AD(BT) 1/F - 8/F
846233.1, 827640.4, AW(BT) 1/F - 9/F
846235, 827640.7, AW(BT) 1/F - 9/F
846237.3, 827641, AW(BT) 1/F - 9/F
846239.2, 827641.3, AW(BT) 1/F - 9/F
